what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1460567706046
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1460567706046
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1460567706046
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1460567706046
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1460567706046
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1460567706046
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1460567706046
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1460567706062
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1460567706062
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1460567706062
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1460567706062
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1460567706062
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1460567706062
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1460567706062
started,bundle,org.eclipse.jem.util,2.1.2.v201008120100,"org.eclipse.jem.util",1460567706062
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1460567706062
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1460567706062
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1460567706062
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice.ui",1460567706062
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1460567706062
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1460567706078
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1460567706078
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1460567706078
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1460567706078
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1460567706078
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1460567706078
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1460567706078
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1460567706093
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1460567706093
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1460567706093
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1460567706093
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1460567706093
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1460567706093
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1460567706093
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1460567706093
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1460567706093
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1460567706109
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1460567706109
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1460567706109
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1460567706109
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1460567706109
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1460567706109
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1460567706109
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1460567706125
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1460567706125
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1460567706125
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1460567706125
started,bundle,org.eclipse.wst.common.emf,1.2.1.v201008260500,"org.eclipse.wst.common.emf",1460567706125
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.2.v201008242000,"org.eclipse.wst.common.emfworkbench.integration",1460567706125
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1460567706125
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1460567706125
started,bundle,org.eclipse.wst.jsdt.core,1.1.2.v201009011528,"org.eclipse.wst.jsdt.core",1460567706125
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1460567706125
started,bundle,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui",1460567706125
started,bundle,org.eclipse.wst.web,1.1.401.v201007151900,"org.eclipse.wst.web",1460567706125
os,sysinfo,,,"win32",1460567706140
arch,sysinfo,,,"x86",1460567706140
ws,sysinfo,,,"win32",1460567706140
locale,sysinfo,,,"es_AR",1460567706140
processors,sysinfo,,,"2",1460567706140
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1460567706140
java.runtime.version,sysinfo,,,"1.6.0_22-b04",1460567706140
java.specification.name,sysinfo,,,"Java Platform API Specification",1460567706140
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1460567706140
java.specification.version,sysinfo,,,"1.6",1460567706140
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1460567706140
java.version,sysinfo,,,"1.6.0_22",1460567706140
java.vm.info,sysinfo,,,"mixed mode",1460567706140
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1460567706140
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1460567706140
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1460567706140
java.vm.specification.version,sysinfo,,,"1.0",1460567706140
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1460567706140
java.vm.version,sysinfo,,,"17.1-b03",1460567706140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460567722890
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460567736921
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1460567736953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460567740593
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1460567781031
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1460567781093
started,bundle,org.eclipse.jst.servlet.ui,1.1.402.v201008261918,"org.eclipse.jst.servlet.ui",1460567781453
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1460567781703
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.200.v201008201800,"org.eclipse.jst.ws.jaxrs.core",1460567781781
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1460567781968
started,bundle,org.eclipse.wst.common.modulecore,1.2.3.v201008242000,"org.eclipse.wst.common.modulecore",1460567781968
started,bundle,org.eclipse.jst.j2ee.core,1.2.2.v201008120100,"org.eclipse.jst.j2ee.core",1460567782500
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1460567782718
started,bundle,org.eclipse.pde.core,3.6.1.v20100902_r361,"org.eclipse.pde.core",1460567782828
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1460567782968
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1460567783156
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1460567783328
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1460567783890
started,bundle,org.eclipse.jst.j2ee,1.1.402.v201009151730,"org.eclipse.jst.j2ee",1460567784625
started,bundle,org.eclipse.jst.jee.ui,1.0.302.v201009011600,"org.eclipse.jst.jee.ui",1460567784640
started,bundle,org.eclipse.jst.j2ee.ui,1.1.402.v201009080200,"org.eclipse.jst.j2ee.ui",1460567784687
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.402.v201009081300,"org.eclipse.jst.j2ee.navigator.ui",1460567784765
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1460567788843
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1460567788875
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: Bago",1460567789765
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460567898718
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1460567898750
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1460567899828
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1460567899828
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1460567913859
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1460567915828
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1460567916125
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1460567916250
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1460567916562
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1460567917218
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1460567917421
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1460567917515
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1460567917546
started,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1460567917578
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460574336812
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460574348687
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460574362015
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460578044765
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460578044968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460653184370
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460654244964
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460984829863
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460984844238
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460984852441
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460984930144
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460984953519
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460984960550
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460984983425
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460985004988
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460985076910
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460985104472
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460985138410
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460985578832
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1460985596957
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460985599191
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460985599363
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460985605722
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460985607238
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1460985624707
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1460985624707
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1460985624847
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1460985624879
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1460985625629
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460985630129
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1460985717910
